1071722;successful class;43227,6229
449249;successful class;43209,5569
1411158;successful class;43194,5840
788120;successful class;43122,5861
235345;successful class;42997,6160
940418;successful class;43173,4153
608141;successful class;43049,7083
588915;successful class;43123,5431
814242;successful class;43095,6681
1121115;successful class;43152,6667
614767;successful class;43094,1236
499809;successful class;43134,3326
235345;successful class;42998,5792
226450;successful class;43166,6653
721850;successful class;43084,6229
568284;successful class;43086,3611
501809;successful class;43077,6257
721850;successful class;43111,6243
499809;successful class;43071,3319
851604;successful class;43116,5799
768297;successful class;43045,6667
226450;successful class;43080,6660
361655;successful class;43051,4160
594639;successful class;43038,7083
590834;successful class;43065,6632
736809;successful class;43086,2889
814242;successful class;43142,2924
1259244;successful class;43158,6236
898677;successful class;43098,3757
879454;successful class;43122,2424
538881;successful class;43046,5847
49434;successful class;43032,6743
630213;successful class;43161,5931
477823;successful class;43068,2924
614767;successful class;43095,1243
811589;successful class;43142,5826
1005180;successful class;43154,7708
477823;successful class;43073,2924
730513;successful class;43069,6646
764142;successful class;43105,5819
762492;successful class;43122,4979
811589;successful class;43066,7479
1427278;successful class;43183,6160
82241;successful class;43167,3333
788120;successful class;43147,5847
779664;successful class;43078,7556
499809;successful class;42994,2500
500399;successful class;43133,7083
254179;successful class;43116,5417
608141;successful class;43021,7083
516461;successful class;43090,7076
1015645;successful class;43126,7486
254179;successful class;43126,5813
587454;successful class;43138,6632
756925;successful class;43157,5826
150963;successful class;43056,1257
851604;successful class;43078,3722
72520;start General course;43124,7063
79915;start General course;43001,7076
254179;start General course;43014,5813
381459;start General course;43111,5847
477823;start General course;42979,3757
500399;start General course;43049,7132
518345;start General course;42980,4486
568693;start General course;42996,5819
590834;start General course;43029,6257
594639;start General course;43021,7083
614767;start General course;43021,1229
697087;start General course;43061,5417
723992;start General course;43080,6215
736809;start General course;43056,6208
743463;start General course;43051,3729
753205;start General course;43098,7451
793511;start General course;43050,2861
795628;start General course;43042,5847
814242;start General course;43051,2875
845984;start General course;43128,2889
925143;start General course;43082,7438
954996;start General course;43083,5806
970788;start General course;43109,7465
998720;start General course;43109,7042
1039161;start General course;43111,6681
1066687;start General course;43131,5090
1071722;start General course;43127,3271
1118594;start General course;43134,4583
1190893;start General course;43192,6660
1207823;start General course;43154,6722
1213189;start General course;43203,6618
1294228;start General course;43169,5826
1318873;start General course;43164,6667
1337200;start General course;43161,6667
1361662;start General course;43172,5771
1419712;start General course;43205,3333
1443538;start General course;43185,5813
1483906;start General course;43194,6250
1562974;start General course;43203,6604
1584131;start General course;43216,6639
314019;fell asleep;43000,4882
771231;Finished course;43196,7701
1262122;fell asleep;43190,6764
584600;fell asleep;43072,2146
1028445;fell asleep;43138,5889
541229;Dropped General;43071,4167
841605;fell asleep;43177,5056
161718;fell asleep;43095,6306
797577;Dropped General;43117,6688
1410905;fell asleep;43212,4646
689176;fell asleep;43124,4639
961980;Dropped General;43148,6660
119415;fell asleep;43090,5896
1068015;Dropped General;43133,6201
541246;fell asleep;43036,3368
1087010;fell asleep;43149,5042
1635109;Dropped General;43245,5458
626700;fell asleep;43202,5479
864074;fell asleep;43156,6736
213980;level up;43224,4181
770622;level up;43057,4236
889122;level down;43098,4569
889122;level up;43166,5403
836916;level down;43197,4604
689099;level down;43184,3347
656606;level down;43077,6625
661865;level up;43231,2486
574327;successful class;43021,7500
501809;successful class;43027,5681
129782;successful class;43016,5826
723992;successful class;43122,6243
516461;successful class;43044,6632
604736;successful class;43061,7076
541117;successful class;42997,4986
82241;successful class;43000,6653
588915;successful class;43050,5403
516461;successful class;43055,7083
918301;successful class;43087,7917
940418;successful class;43086,3417
499809;successful class;43121,3340
756925;successful class;43051,4250
762492;successful class;43076,5111
756925;successful class;43126,5417
72520;successful class;43134,6576
940418;successful class;43149,3368
756925;successful class;43175,7083
1026940;successful class;43118,4597
477823;successful class;43059,3354
1026940;successful class;43111,4556
1157281;successful class;43215,4132
721850;successful class;43104,6201
906611;successful class;43130,7083
82241;successful class;42986,2681
1087766;successful class;43217,4965
730513;successful class;43146,6778
604736;successful class;43108,6639
565737;successful class;43174,6222
965735;successful class;43109,7028
226450;successful class;43159,6660
1066687;successful class;43152,4979
366875;successful class;43060,6771
538881;successful class;43022,3757
721850;successful class;43144,6250
499809;successful class;42987,2556
477823;successful class;43061,2931
645882;successful class;43085,6729
541117;successful class;43034,5014
614767;successful class;43061,1229
779664;successful class;43069,7479
499809;successful class;43036,3333
516461;successful class;43051,3326
768297;successful class;43046,6674
226450;successful class;43176,3319
29584;successful class;43138,6257
814242;successful class;43135,2896
1015645;successful class;43154,7458
49434;successful class;43018,6764
940418;successful class;43117,4167
879454;successful class;43124,2910
629307;successful class;43059,5049
22444;successful class;43088,5903
1000203;successful class;43108,5813
984881;successful class;43218,7076
574327;successful class;43129,7500
1437219;successful class;43184,4556
721850;successful class;43079,2597
788120;successful class;43078,7063
685426;successful class;43086,5785
150963;successful class;43150,1250
756925;successful class;43144,4583
906611;successful class;43179,7056
79915;successful class;43012,3361
762492;successful class;43097,5007
756925;successful class;43137,6250
762492;successful class;43131,4951
501809;successful class;43104,2917
1044436;successful class;43126,5826
984881;successful class;43169,7076
833250;successful class;43189,5819
762492;successful class;43145,4986
614767;successful class;43033,1229
614767;successful class;43024,1229
588915;successful class;43036,5403
594639;successful class;43129,7076
613550;successful class;43022,3743
645882;successful class;43048,5465
795628;successful class;43051,2938
462908;successful class;43091,5424
756925;successful class;43072,4201
574327;successful class;43059,7660
594639;successful class;43084,7083
730513;successful class;43083,6653
1319451;successful class;43189,5861
1066424;successful class;43149,3736
1177614;successful class;43157,2444
608141;successful class;43035,7083
764142;successful class;43175,5826
759730;successful class;43114,3333
614767;successful class;43084,1243
477823;successful class;43024,2097
849017;successful class;43118,5792
82241;successful class;43147,6660
541117;successful class;43074,5028
604736;successful class;43089,7056
594639;successful class;43108,7090
477823;successful class;43047,2938
762492;successful class;43083,5000
645882;successful class;43139,5542
82241;successful class;43077,6667
516461;successful class;43061,7493
567750;successful class;43107,2063
721850;successful class;43116,6229
82241;successful class;43091,6660
1026940;successful class;43146,4771
984881;successful class;43209,7083
793511;successful class;43083,6229
294308;successful class;43139,6667
348195;successful class;43048,5826
294308;successful class;43076,6660
1143567;successful class;43211,4549
614767;successful class;43067,1236
294308;successful class;43042,8326
501809;successful class;43112,6278
462908;successful class;43024,5833
22444;start General course;43046,5882
29584;start General course;43117,6250
102531;start General course;42983,7535
348195;start General course;43025,5826
523935;start General course;42983,3701
598473;start General course;43036,3285
611313;start General course;43007,5979
629307;start General course;43045,5000
681259;start General course;43023,2903
719518;start General course;43072,3285
864074;start General course;43072,6681
1081460;start General course;43154,4146
1089151;start General course;43169,2910
1123882;start General course;43163,5833
1136507;start General course;43212,3299
1137350;start General course;43156,3299
1193485;start General course;43145,6667
1205739;start General course;43190,4201
1205794;start General course;43149,3354
1209129;start General course;43199,5854
1224185;start General course;43152,6181
1266639;start General course;43152,7139
1272864;start General course;43159,5799
1319451;start General course;43169,2917
1394284;start General course;43174,5792
1395511;start General course;43180,5806
1419603;start General course;43198,6618
1427278;start General course;43179,7472
1460669;start General course;43179,5382
1474069;start General course;43200,5882
1477041;start General course;43186,5799
1477076;start General course;43191,2882
1511798;start General course;43191,6757
1515077;start General course;43200,4160
1515990;start General course;43195,6646
1561920;start General course;43203,4493
689099;fell asleep;43214,7563
925936;fell asleep;43150,6799
23336;fell asleep;43183,3431
639634;Dropped General;43145,6229
823351;fell asleep;43091,3410
31631;fell asleep;43088,5958
559799;fell asleep;43089,2563
974161;Finished course;43233,2764
1373345;Finished course;43260,2875
578343;fell asleep;43186,5479
751143;Finished course;43148,3285
1245868;Dropped General;43206,5778
656606;fell asleep;43091,6729
1389580;fell asleep;43215,6319
763549;fell asleep;43186,6681
1456812;fell asleep;43191,3403
598476;fell asleep;43092,2993
903498;fell asleep;43183,6292
538881;fell asleep;43071,3826
876846;fell asleep;43149,4243
278680;level up;43216,6236
213980;level up;43019,5799
560406;level down;43084,6688
729337;level down;43032,6222
729337;level up;43209,6229
889122;level down;43142,4139
1410905;level down;43212,4569
538881;level down;43004,5813
541117;successful class;43088,4993
611313;successful class;43045,6028
541117;successful class;43046,3333
473653;successful class;43017,5813
851604;successful class;43070,5826
864074;successful class;43107,6653
793511;successful class;43081,6208
788120;successful class;43056,5833
366875;successful class;43095,6764
1177614;successful class;43164,2472
226450;successful class;43178,6660
965735;successful class;43137,7035
500399;successful class;43150,5417
58069;successful class;42989,6201
782331;successful class;43059,6299
588915;successful class;43025,5403
501809;successful class;43125,5813
1005180;successful class;43168,7701
906611;successful class;43135,3299
1026940;successful class;43139,4604
798585;successful class;43119,4535
366875;successful class;43074,6771
1071722;successful class;43175,5806
608141;successful class;43026,7500
254179;successful class;43084,5819
254179;successful class;43088,5403
721850;successful class;43076,6250
226450;successful class;43131,6646
1154235;successful class;43184,5785
849017;successful class;43136,5792
82241;successful class;43217,6667
590834;successful class;43132,6653
348195;successful class;43041,5826
597015;successful class;43015,3313
82241;successful class;43042,6653
477823;successful class;43021,2938
721850;successful class;43048,6257
811589;successful class;43154,6667
366875;successful class;43127,5000
611313;successful class;43025,3382
226450;successful class;43047,6653
721850;successful class;43093,2486
849017;successful class;43096,7076
614767;successful class;43082,1236
614767;successful class;43087,1243
788120;successful class;43108,5840
1000410;successful class;43117,6660
814242;successful class;43109,6632
779664;successful class;43118,7528
630213;successful class;43087,6681
594639;successful class;43192,7076
833250;successful class;43196,5792
1071722;successful class;43139,6201
880700;successful class;43145,4993
1209129;successful class;43202,5833
906611;successful class;43135,6306
1442992;successful class;43218,4597
1000410;successful class;43200,7104
650907;successful class;43034,4153
629307;successful class;43055,5014
762492;successful class;43129,5021
918301;successful class;43082,7896
730513;successful class;43066,6653
833250;successful class;43136,6188
604736;successful class;43054,7076
501809;successful class;43021,7069
501809;successful class;43097,5653
756925;successful class;43123,6243
1015645;successful class;43155,4139
1319451;successful class;43199,6264
1071722;successful class;43210,5826
1177614;successful class;43199,2465
753205;successful class;43139,7507
501809;successful class;43122,6882
462908;successful class;43014,5410
2485;successful class;43005,6667
613550;successful class;43015,3618
611313;successful class;43021,6007
538881;successful class;43050,3764
574327;successful class;43007,7486
778078;successful class;43039,6424
470806;successful class;43039,6653
361655;successful class;43058,4181
898677;successful class;43104,2104
925143;successful class;43138,7056
325926;successful class;43014,6653
788120;successful class;43164,5861
685837;successful class;43056,5931
516461;successful class;43115,7076
788120;successful class;43115,5847
254179;successful class;43117,5826
851604;successful class;43187,6208
972261;successful class;43143,7479
650907;successful class;43067,4986
254179;successful class;43123,5410
151609;successful class;43160,5424
984881;successful class;43183,7076
626700;successful class;43188,4979
723992;successful class;43087,6194
1352880;successful class;43173,6667
604736;successful class;43131,6653
500399;successful class;43070,7083
811589;successful class;43100,5826
779664;successful class;43106,7549
762492;successful class;43116,5014
747904;successful class;43055,6653
470806;successful class;43046,6618
516461;successful class;43069,7083
500399;successful class;43132,7083
795628;successful class;43072,3764
499809;successful class;43163,4174
940418;successful class;43096,4160
736809;successful class;43112,6215
919564;successful class;43121,7500
736809;successful class;43098,6236
645882;successful class;43111,5417
906611;successful class;43200,7069
501809;successful class;43063,6257
753205;successful class;43118,7472
1437219;successful class;43186,4125
1143567;successful class;43204,4153
2485;start General course;42995,7146
129782;start General course;42981,2493
258891;start General course;43202,5368
294308;start General course;43013,6660
433750;start General course;43024,5840
449249;start General course;43047,6632
470806;start General course;43034,6639
516461;start General course;43025,7014
588915;start General course;43018,5396
613550;start General course;43010,5368
635921;start General course;43016,6743
646739;start General course;43037,6208
697992;start General course;43201,7243
721850;start General course;43034,6250
746479;start General course;43072,6667
762492;start General course;43032,5028
768988;start General course;43045,3278
778078;start General course;43036,5444
791905;start General course;43039,5757
845900;start General course;43079,5792
876846;start General course;43099,5424
918301;start General course;43077,8014
930172;start General course;43165,5424
981012;start General course;43193,4986
1003483;start General course;43109,6632
1005180;start General course;43108,6660
1010234;start General course;43165,7486
1087766;start General course;43188,4139
1099284;start General course;43129,4944
1135296;start General course;43164,6375
1135928;start General course;43212,3354
1152198;start General course;43174,6701
1345370;start General course;43178,5500
1411158;start General course;43173,5875
1446422;start General course;43180,7458
1532494;start General course;43204,4569
125227;fell asleep;43084,5438
836245;fell asleep;43093,4576
1501790;Dropped General;43202,7069
545783;Dropped General;43078,3764
697444;Dropped General;43071,3736
89457;fell asleep;43053,6715
729612;Finished course;43261,7278
984869;fell asleep;43161,5486
4668;Finished course;43154,5792
1371162;fell asleep;43190,3063
901828;fell asleep;43096,5465
1357170;fell asleep;43216,7132
715983;fell asleep;43128,7139
977910;Finished course;43204,6271
448755;Finished course;43112,5104
661865;Finished course;43245,2493
1332250;Dropped General;43168,6250
604736;fell asleep;43138,6729
851909;fell asleep;43090,3424
1350029;level up;43209,6611
213980;level up;43153,5813
657663;level down;43090,7063
899969;level down;43096,6667
729337;level up;43112,5354
1028445;level up;43114,4583
1635109;level down;43224,5292
656606;level up;43038,6618
661865;level down;43226,3333
972261;successful class;43129,7500
920732;successful class;43143,2500
814242;successful class;43067,6632
58069;successful class;43024,6236
568284;successful class;43068,6271
499809;successful class;43029,3361
649409;successful class;43118,6243
721850;successful class;43051,2493
565737;successful class;43131,6667
788120;successful class;43157,5847
736809;successful class;43135,4160
361655;successful class;43044,4194
226450;successful class;43150,6653
851604;successful class;43163,6257
906611;successful class;43137,7063
574327;successful class;43133,7500
746479;successful class;43108,6188
366875;successful class;43050,4806
501809;successful class;43084,6257
594639;successful class;43157,7076
657663;successful class;43069,7083
574327;successful class;43157,7500
501809;successful class;43024,6875
501809;successful class;43045,6889
756925;successful class;43058,4201
788120;successful class;43050,7083
449249;successful class;43081,5813
226450;successful class;43068,6660
625606;successful class;43070,7104
587454;successful class;43119,6750
782331;successful class;43152,6257
1071722;successful class;43213,6229
614767;successful class;43032,1236
814242;successful class;43060,6632
516461;successful class;43065,6618
58069;successful class;43017,6229
747904;successful class;43041,6611
294308;successful class;43083,6688
355819;successful class;42986,6618
721850;successful class;43153,6257
851604;successful class;43126,5785
150963;successful class;43140,1250
588915;successful class;43081,5410
940418;successful class;43138,4160
762492;successful class;43143,5042
462908;successful class;43042,5431
614767;successful class;43091,1236
500399;successful class;43157,5417
650907;successful class;43076,4174
500399;successful class;43055,6674
1437219;successful class;43197,4951
1573052;successful class;43214,7500
981012;successful class;43206,5479
649409;successful class;43104,6243
1026940;successful class;43125,4597
470806;successful class;43144,6646
449249;successful class;43157,5833
768297;successful class;43042,5833
604736;successful class;43129,6625
1143567;successful class;43163,3743
788120;successful class;43073,5813
879454;successful class;43082,2896
918301;successful class;43117,7493
1005180;successful class;43163,3333
1573052;successful class;43217,7500
477823;successful class;42993,2938
764142;successful class;43070,5778
649409;successful class;43097,6236
657663;successful class;43150,6646
730513;successful class;43073,6653
462908;successful class;43021,5417
541117;successful class;43123,5007
811589;successful class;43099,5819
594639;successful class;43063,7090
833250;successful class;43172,5840
736950;successful class;43038,5424
568284;successful class;43082,6243
645882;successful class;43076,5521
366875;successful class;43067,6764
82241;successful class;43140,6667
759730;successful class;43142,3319
620447;successful class;43154,6243
516461;successful class;43072,3299
1005180;successful class;43149,3326
587454;successful class;43110,6653
500399;successful class;43139,6243
782331;successful class;43143,6236
516461;successful class;43079,3326
788120;successful class;43112,5840
501809;successful class;43010,6868
58069;successful class;43031,6222
1154235;successful class;43174,6660
645882;successful class;43072,6264
721850;successful class;43123,6215
470806;successful class;43170,3743
730513;successful class;43062,6660
851604;successful class;43172,5840
645882;successful class;43055,5444
762492;successful class;43159,4917
793511;successful class;43062,6222
366875;successful class;43032,6743
650907;successful class;43018,4986
849017;successful class;43082,5826
1005180;successful class;43161,7715
477823;successful class;43063,3264
811589;successful class;43080,7486
568284;successful class;43079,3396
449249;successful class;43080,5819
501809;successful class;43105,3333
625606;successful class;43098,7083
788120;successful class;43051,7063
501809;successful class;43006,5639
779664;successful class;43092,7535
1071722;successful class;43153,6215
13658;successful class;43017,7438
348195;successful class;43028,6660
477823;successful class;43070,2521
851604;successful class;43074,5819
851604;successful class;43189,5896
1071722;successful class;43186,6653
736950;successful class;43035,5826
587454;successful class;43071,3306
366875;successful class;43078,4785
657663;successful class;43108,7500
1000410;successful class;43151,7097
984881;successful class;43181,7083
477823;successful class;42996,3347
355819;successful class;43007,6632
880700;successful class;43186,5007
1143567;successful class;43135,3736
294308;successful class;43020,6722
768988;successful class;43059,3326
730513;successful class;43150,6660
762492;successful class;43150,5007
462908;successful class;43056,5417
541117;successful class;43137,5007
541117;successful class;43043,3750
590834;successful class;43083,5799
730513;successful class;43122,6868
499809;successful class;43008,2083
226450;successful class;43024,6632
1437219;successful class;43183,4486
1437219;successful class;43211,4972
879454;successful class;43119,2472
1154235;successful class;43195,6660
788120;successful class;43148,7083
593675;successful class;43085,6257
449249;successful class;43132,5771
730513;successful class;43143,6653
150963;successful class;43157,1250
906611;successful class;43092,2868
1319451;successful class;43184,2576
1015645;successful class;43134,4139
433750;successful class;43031,5833
594639;successful class;43035,7076
793511;successful class;43060,6222
614767;successful class;43098,1243
501809;successful class;43003,6882
366875;successful class;43043,4799
568284;successful class;43061,6319
879454;successful class;43084,2438
650907;successful class;43074,4986
768297;successful class;43053,6681
764142;successful class;43077,5764
366875;successful class;43085,4785
814242;successful class;43130,6653
366875;successful class;43088,6743
849017;successful class;43133,6667
82241;successful class;43112,6660
254179;successful class;43131,5813
366875;successful class;43146,7083
501809;successful class;43020,5632
226450;successful class;43117,6660
1209129;successful class;43223,5854
1319451;successful class;43211,1688
788120;successful class;43134,7076
500399;successful class;43178,5424
940418;successful class;43184,3278
920732;successful class;43145,2917
759730;successful class;43156,3340
574327;successful class;43010,7535
366875;successful class;43018,6778
630213;successful class;43189,5840
588915;successful class;43057,5403
938439;successful class;43176,3340
1143567;successful class;43190,4174
150963;successful class;43171,1229
1143567;successful class;43197,4167
79915;successful class;43015,7076
782331;successful class;43054,6181
788120;successful class;43112,6319
226450;successful class;43059,6660
965735;successful class;43144,7083
501809;successful class;42999,5632
645882;successful class;43027,5521
477823;successful class;43054,2944
798585;successful class;43069,4556
366875;successful class;43148,4993
645882;successful class;43125,5424
919564;successful class;43138,6250
630213;successful class;43168,5840
470806;successful class;43186,6667
906611;successful class;43177,3729
793511;successful class;43064,2861
82241;successful class;43021,6660
630213;successful class;43112,5840
72520;successful class;43131,7083
129782;successful class;42995,2500
294308;successful class;43031,6722
876846;successful class;43105,5417
753205;successful class;43129,7493
477823;successful class;43045,3361
1411158;successful class;43178,5826
645882;successful class;43128,6250
574327;successful class;43017,7500
635921;successful class;43030,6688
590834;successful class;43108,6785
568284;successful class;43075,6306
500399;successful class;43119,6889
129782;successful class;43002,2549
779664;successful class;43065,7479
645882;successful class;43062,5500
516461;successful class;43135,7347
587454;successful class;43054,6646
782331;successful class;43087,6236
355819;successful class;43028,6653
254179;successful class;43077,5819
516461;successful class;43086,7069
625606;successful class;43084,7090
1000410;successful class;43130,7083
768988;successful class;43073,3340
604736;successful class;43031,6646
567750;successful class;43128,1958
29584;successful class;43140,6292
984881;successful class;43216,7083
574327;successful class;43140,7069
1087766;successful class;43209,4181
1437219;successful class;43214,4167
811589;successful class;43058,5826
29584;successful class;43119,6250
499809;successful class;43127,3333
657663;successful class;43132,7076
1071722;successful class;43143,6208
981012;successful class;43199,5403
620447;successful class;43119,6229
736809;successful class;43106,6250
462908;successful class;43080,5833
254179;successful class;43109,5403
1026940;successful class;43192,4597
1177614;successful class;43192,2472
74187;App session;0,0277
118567;App session;43047,8597
87196;App session;43172,7424
87196;App session;43186,8681
232050;App session;0,0005
170172;App session;0,0025
249975;App session;0,0106
259148;App session;43002,8667
410442;App session;0,0402
279521;App session;0,0079
113799;App session;43110,5556
350254;App session;0,0336
332761;App session;43052,8993
514145;App session;43080,5319
518311;App session;0,0045
518311;App session;0,0381
477823;App session;0,0068
477823;App session;0,0120
587454;App session;0,0032
597015;App session;0,0065
604736;App session;43031,7486
604736;App session;43047,6069
604736;App session;43059,9632
385883;App session;0,0298
385883;App session;43080,8951
405449;App session;43013,4924
751400;App session;43067,4556
830818;App session;43152,9257
830818;App session;43170,9868
424895;App session;0,0062
730513;App session;0,0305
736950;App session;43036,6694
736950;App session;43040,5715
886690;App session;0,0174
896005;App session;0,0398
960238;App session;43111,6313
977910;App session;0,0167
977910;App session;0,0145
537633;App session;43043,4632
516661;App session;42997,5410
849017;App session;43116,6090
849017;App session;43133,5403
906611;App session;0,0350
940418;App session;0,0144
1088934;App session;43158,9021
1088934;App session;43176,6424
1108917;App session;43142,7340
545453;App session;0,0295
545453;App session;0,0224
569538;App session;0,0417
582839;App session;0,0298
645960;App session;43081,7424
592731;App session;0,0077
592731;App session;0,0355
592731;App session;0,0172
605974;App session;0,0256
676947;App session;0,0370
690054;App session;43064,6146
690054;App session;0,0360
737192;App session;0,0148
737192;App session;0,0208
1470857;successful class;43226,1979
226450;successful class;43162,3319
925143;successful class;43131,6625
984881;successful class;43127,7076
906611;successful class;43142,3306
906611;successful class;43165,7063
1143567;successful class;43162,4167
753205;successful class;43143,7486
79915;successful class;43011,5847
756925;successful class;43067,6194
811589;successful class;43176,7083
736809;successful class;43152,4993
49434;successful class;43053,6722
226450;successful class;43232,7076
567750;successful class;43114,2056
880700;successful class;43211,4986
151609;successful class;43172,5507
788120;successful class;43038,5792
788120;successful class;43047,5819
793511;successful class;43076,6236
645882;successful class;43016,2931
608141;successful class;43040,7500
325926;successful class;43012,6639
477823;successful class;43010,3340
984881;successful class;43146,7076
630213;successful class;43154,2938
730513;successful class;43125,6660
1005180;successful class;43147,7708
501809;successful class;43118,5639
736809;successful class;43140,6243
906611;successful class;43158,6215
864074;successful class;43156,6667
516461;successful class;43027,7014
764142;successful class;43112,5813
1352880;successful class;43187,6632
473653;successful class;43031,5785
82241;successful class;43049,6660
793511;successful class;43074,6236
1352880;successful class;43178,6681
594639;successful class;43115,7083
764142;successful class;43189,5882
1005180;successful class;43135,3340
82241;successful class;42993,6653
657663;successful class;43076,7056
814242;successful class;43086,3000
462908;successful class;43073,5833
574327;successful class;43077,7493
129782;successful class;43009,5410
788120;successful class;43126,5854
833250;successful class;43140,5764
721850;successful class;43146,6236
1154235;successful class;43151,6625
753205;successful class;43167,7507
1143567;successful class;43205,3750
938439;successful class;43189,2924
226450;successful class;43031,6646
723992;successful class;43143,6243
764142;successful class;43126,5819
645882;successful class;43135,6167
611313;successful class;43031,5882
736950;successful class;43048,2917
685426;successful class;43058,5708
779664;successful class;43111,7507
782331;successful class;43117,6264
1573052;successful class;43213,7590
782331;successful class;43157,6222
879454;successful class;43173,2875
604736;successful class;43052,6653
366875;successful class;43125,7111
779664;successful class;43132,7125
736809;successful class;43126,6229
730513;successful class;43129,6646
1071722;successful class;43132,6188
500399;successful class;43062,7069
501809;successful class;43034,5646
462908;successful class;43070,5410
366875;successful class;43162,4229
940418;successful class;43170,3319
788120;successful class;43050,7507
470806;successful class;43081,6632
516461;successful class;43146,7021
1121115;successful class;43159,6778
764142;successful class;43203,5813
1154235;successful class;43193,6653
470806;successful class;43041,6639
1154235;successful class;43143,6632
594639;successful class;43164,7076
782331;successful class;43122,6639
129782;successful class;43030,5833
366875;successful class;43015,2507
736809;successful class;43091,6243
49434;successful class;43011,6674
500399;successful class;43056,7104
721850;successful class;43139,6243
782331;successful class;43082,6215
588915;successful class;43043,5403
1005180;successful class;43156,3340
226450;successful class;43136,6660
788120;successful class;43071,6201
500399;successful class;43112,7083
1071722;successful class;43231,5833
1071722;successful class;43199,6222
851604;successful class;43060,5826
501809;successful class;43066,6875
58069;successful class;42986,6646
462908;successful class;43045,5826
49434;successful class;43055,6319
811589;successful class;43059,7486
614767;successful class;43070,1236
657663;successful class;43095,6660
625606;successful class;43105,5840
756925;successful class;43060,6326
608141;successful class;43075,6667
756925;successful class;43086,4299
879454;successful class;43080,2472
645882;successful class;43132,5424
1152198;successful class;43206,7139
366875;successful class;43039,6736
721850;successful class;43041,6243
470806;successful class;43053,6597
649409;successful class;43086,5833
13658;successful class;43033,7479
604736;successful class;43096,7069
645882;successful class;43121,6264
611313;successful class;43038,6222
79915;successful class;43054,6243
972261;successful class;43157,7493
500399;successful class;43145,5417
811589;successful class;43164,7493
574327;successful class;43045,7514
594639;successful class;43126,7083
746479;successful class;43121,7063
462908;successful class;43066,5833
